text,label
"It was supposed to be a secret that Katie was a witch, but of course Miss Vile had seen more than a few odd things happen during her time teaching her, and she had her suspicions.",0
"Her instinct told her that there was something pretty unusual about the umbrella, and of course, she was right.",0
"Suddenly it seemed like Miss Vile was everywhere, all at once.",0
Some boys who were kicking bags around the cloakroom didn’t notice that Miss Vile was watching them.,0
"In class fourC, when Mr. Hutchinson’s back was turned, the",0
hooligans,1
started chatting to each other.,0
Somehow they didn’t see that Miss Vile was in the room and noting down their names.,0
"When Isis and Katie were trying out lipstick in the girl’s loos, they didn’t realise that Miss Vile was standing behind them.",0
Makeup was banned in school and they were both in trouble.,0
"In fact, it seemed like nobody could get away with anything anymore.",0
"No illegal snacks, no talking out of turn, no play-fights, no sneaking into out-of-bound places like the bike sheds, and no mucking around of any kind at all between lessons.",0
"On Friday evening, the detention class after school was the biggest that anyone had known.",0
"It had thirty people in it, and twenty-seven of them had been put there by Miss Vile. And there are no prizes for guessing which teacher was wearing a very smug and satisfied smile on her face.",0
"Of course, Katie understood that Miss Vile was using the umbrella to make herself invisible.",0
But there was nothing she could do about it.,0
"It was a good thing that nobody else knew, or they would have all blamed Katie for the new reign of terror that was gripping the school.",0
"That weekend, Grandmother came to visit, and Katie had to admit what had happened to her umbrella.",0
"I’m really, really sorry Gran,",1
said Katie.,0
It’s terrible and I don’t know what to do about it.,1
"At first, Grandma was a little bit grumpy about her missing umbrella.",0
"All Sunday she kept on making remarks like,",0
"I only asked you to fetch it from the patisserie, not take it to school,",1
"It’s an antique not a toy,",1
you can’t get another one like that these days for love or money.,1
"And Mum chipped in too, telling Katie that it had been extremely silly of her to take such a valuable thing to school, and she only had herself to blame for what had happened.",0
"But by evening, Gran had softened her tone a bit, and just as she was getting ready to fly home, she said:",0
"You know Katie, I’m probably a fool to do this, but I’m going to lend you my spare spectacles.",1
"And this time you do have my permission to take them to school, only you must promise to be very careful with them.",1
"And she rumbled in her handbag – which was always so full of many more things than could possibly be kept in there, except by magic – and finally she found the case with her spare spectacles in them.",0
Katie put the glasses on and looked at herself in the mirror.,0
"They were a very ornate pair, made of gold and decorated with precious stones.",0
"Hmm, they don’t really suit your face, do they?",1
said Grandma. And she said a magic spell which made them look trendy – or rather Grandma’s idea of trendy – which meant the frames were large and square and bright blue.,0
"Thanks Grandma,",1
"said Katie,",0
"You’ll see,",1
said Grandma.,0
"Or rather, they will help you to see.",1
"On Monday morning, Katie wore Grandma’s glasses to school.",0
"Jenny said,",0
"Hello four eyes,",1
and Michelle thought they made her look cute.,0
But Isis said that they were a total fashion disaster.,0
Michael said,0
"I didn’t know you were short-sighted Katie,",1
"and Katie replied,",0
Neither did I ‘till yesterday.,1
It wasn’t until the break at lunchtime that Katie understood what the glasses were for.,0
Isabelle was walking down the corridor and she sneakily took a piece of chewing gum out of her pocket and put it into her mouth.,0
"Katie was walking towards her, and was trying to signal frantically that Miss Vile was standing in a doorway and had seen the whole crime – but it was too late.",0
Isabelle was signed up for detention.,0
"But of course what Katie also had seen, was that Miss Vile was holding up her umbrella over her head.",0
Now she understood that the glasses enabled her to see everything – even things and people that were invisible.,0
She decided to follow Miss Vile and see what she did next.,0
She saw her go into the playground and catch a boy who climbed over the fence into the caretaker’s yard to retrieve a lost football.,0
Then she saw Miss Vile go into the staff-room – and do you know what?,0
She didn’t take down her umbrella.,0
Katie came up to her and said:,0
"Hello Miss Vile, would you like a piece of chewing gum?",1
and Miss Vile said:,0
And Miss Vile smiled.,0
"No they wouldn’t, would they?",1
"But as it happens, teachers can’t break the school rules.",1
It would be setting a bad example and I would have to put myself in detention.,1
"Katie laughed and said,",0
"That’s good, because I don’t actually have any gum.",1
"But Miss, I’ve got a question.",1
Do you think it’s ok for teachers to use magic?,1
"And a rather uneasy smile passed over Miss Vile’s face, because she knew just as well as Katie that magic was against the school rules.",0
And not just a little bit against them.,0
"I mean,",1
"said Katie,",0
"if Miss Hepworth was to find out that your recent success at crime detection was all down to my Grandma’s magic umbrella, do you think she would be pleased?",1
"And As Miss Hepworth was the head-teacher, Miss Vile realised that that was something she would not like to happen at all.",0
Not one little bit.,0
"And wasn’t that a super story about Katie and her magic umbrella, I bet you wish that you had one.",0
"From me, Natasha, Goodbye!",0
"This story is about a little girl who is a witch, and it’s fair to say that it’s more sweet than spooky.",0
"Her name is Katie, and her school mates think she is rather odd, and don’t really believe that she can do magic.",0
"She’s afraid of Halloween, because she thinks they will tease her more than usual, but in fact she has quite a few useful tricks and treats up her sleeve.",0
"Read by Natasha. Duration eight.fifty-two Once upon a time, there was a girl called Katie. Katie was seven.",0
And she lived in nice house with her mum and a dog called Muffin. And it was all quite normal really.,0
Except for one thing.,0
They were witches.,0
"Well, except for Muffin, who was a D-witch, which is a dog who casts spells.",0
Anyway being a witch wasn’t so bad.,0
Mum would just twitch her nose and all the cleaning would get done.,0
"Dad would wave his stick, and the lawn would cut itself.",0
"Muffin would click his paws, and a few dog treats would tumble out of the sky.",0
They’d even taught Katie some magic.,0
She knew how to make her homework do itself.,0
And her room got tidied just by twitching her ear.,0
But there was just one thing Katie really didn’t like.,0
"Halloween. Once a year, when the leaves were falling off the trees, and the nights were getting longer, all the children in her school and along her street would get terribly excited about Halloween. They made costumes of horrible looking witches.",0
"With long pointy noses, and spots, and nasty black hats, and broomsticks.",0
And Katie said in school:,0
"Witches aren’t like that, really.",1
My mum looks quite nice.,1
And all the other girls fell about laughing.,0
"Katie thinks she’s a witch,",1
they laughed.,0
"She’s ugly and horrible, just like a witch.",1
"And when Katie went home that day, she was really upset.",0
She cried and cried and cried.,0
"And when her mum asked her what the matter was, she said:",0
Everyone hates witches.,1
And they especially hate them at Halloween.,1
"And her mum tried to explain that although some people didn’t like witches, it was also quite useful sometimes, like when the washing up got done all by itself.",0
"I don’t ever want to have anything to do with witch-craft again,",1
said Katie angrily.,0
"But on Halloween night, all the girls from her school were organising a trick or treat tour of the street.",0
"And Katie didn’t want to go, because she’d decided she didn’t want to have anything to do with witch-craft.",0
"Never, never, never....",0
But her mum said she had to.,0
Because a witch can hardly stay in on Halloween. And she whispered something in Katie’s ear.,0
Do you know what it was?,0
"Well, I’ll tell you in a minute.",0
"Anyway, Katie went to join the other girls.",0
And some of them started laughing at her.,0
"Katie doesn’t have to dress up, because she’s already a witch,",1
they laughed.,0
And Katie felt cross.,0
And embarrassed.,0
But she decided to say nothing.,0
"At the first house, they got a load of sherbet lemons.",0
"At the second, a jumbo pack of sweeties.",0
"At the third, loads and loads of crisps.",0
"And at the forth, a giant packet of chocolate biscuits.",0
"But at the fifth house, there lived a man called Mr Bones. And Mr Bones didn’t like children.",0
He certainly didn’t see why he should give them any treats.,0
"Buzz off, you stupid kids,",1
he said when they knocked on the door.,0
"Trick or treat, trick or treat...",1
cried the girls.,0
"Yes, well, I think I’ll take the trick, if it’s all the same to you,",1
said Mr Bones. And a horrible smile creased up his face.,0
"Because you’re just a bunch of stupid little girls, and you don’t scare me.",1
"But one of us is a real witch,",1
"said Amelia, the biggest of the girls.",0
"Yes, yes, Katie’s a real witch,",1
they all cried.,0
But Mr Bones just laughed and laughed.,0
"That’s the stupidest thing I ever heard,",1
he said.,0
"Go on, Katie,",1
said Amelia.,0
Let’s see if you really are a witch.,1
And so Katie stepped forwards.,0
"You don’t look scary to me,",1
said Mr Bones.,0
You’re just a stupid little girl.,1
But Katie remembered what her mum had whispered in her ear.,0
Do you know what it was?,0
A special spell.,0
"So right then, Katie recited the magic words.",0
And she wriggled her ear.,0
And all the girls gasped in amazement.,0
Because suddenly Mr Bones wasn’t Mr Bones anymore.,0
"He was a little brown, fluffy hamster.",0
Inside a cage.,0
Running around and around on a wheel.,0
All the girls laughed and laughed.,0
Katie leaned into the cage.,0
Is it fun being a hamster?,1
The little creature squeaked and shook its head.,0
"And Katie spun the wheel, so that he had to run faster and faster.",0
And then she recited the magic words and Mr Bones was turned back into a man again.,0
"I’ll get you some treats, girls,",1
he said very quickly and nervously.,0
"And he came back with tons of chocolate bars, fizzy drinks, biscuits, and even a new Barbie DVD for each girl.",0
"Please come back next year girls,",1
he said.,0
I’ll have even better stuff for you.,1
"And he went back inside, looking very nervous.",0
"And as they went down the rest of the street, everyone had heard that there was a real witch out trick and treating tonight, so they all gave the girls even more sweets and biscuits than usual, and even some toys.",0
And Katie was the most popular girl in her class.,0
"You know, maybe it’s not so bad being a witch after all,",1
she said when she got home.,0
And I think I’m going to enjoy Halloween from now on.,1
"All the courtiers say that the clothes are quite magnificent, and the Emperor plans to wear his new suit for the procession through the centre of the city.",0
The moral of this story rings so very true!,0
"What we are doing is totally absurd, but we can't stop because everybody else seems to believe that it's the right thing to do.",0
Yet they can probably see it's just as ridiculous as we can.,0
"The little boy who literally sees through the Emperor's New Clothes only appears for a moment, and yet he is one of the greatest heroes of all fairy tales - for he speaks the truth that nobody else dares to speak.",0
"Many years ago, there was an emperor, who was so excessively fond of new clothes, that he spent all his money on the finest suits.",0
He did not trouble himself in the least about his soldiers;,0
"nor did he care to go to the theatre or out hunting, except when there was a chance to show off his new clothes.",0
He had a different suit for each hour of the day.,0
"Just as you might say of any other king or emperor,",0
"He is sitting in his council,",1
"people used to say of him,",0
He is sitting in his wardrobe.,1
Time passed merrily in the large town which was his capital;,0
strangers arrived every day at the court.,0
"One day, two rogues, calling themselves weavers, came to the court.",0
They said that they knew how to weave clothes of the most beautiful colours and elaborate patterns.,0
"The clothes made from their cloths were like no others, for they were invisible to everyone who was either unfit for their job, or extremely simple in the head.",0
"These must, indeed, be splendid clothes!",1
Thought the emperor.,0
"Had I such a suit, I might at once find out what men in my empire are unfit for their jobs, and also be able to tell the wise from the foolish!",1
This stuff must be woven for me immediately.,1
He ordered large sums of money to be given to both the weavers so that they might begin their work.,0
"So the two false weavers set up two looms, and pretended to work very busily, though in reality they did nothing at all.",0
They asked for the most delicate silk and the purest gold thread;,0
"put both into their own knapsacks, and then continued their pretend work at the empty looms until late at night.",0
"I should like to know how the weavers are getting on with my cloth,",1
"said the emperor to himself, after some little time had gone by.",0
"He was, however, rather embarrassed, when he remembered that a simpleton, or someone unfit for his office, would be unable to see the results of their work.",0
"To be sure, he himself would not have any trouble seeing the clothes, but yet, thought it would be better to send somebody else to report on the weavers and their work.",0
All the people throughout the city had heard of the wonderful cloth;,0
"and all were anxious to earn how wise, or how ignorant, their neighbours might prove to be.",0
"I will send my faithful old minister to the weavers,",1
"said the emperor at last, after some thought",0
he will be best able to see how the cloth looks;,1
"for he is a man of sense, and no one can be more suitable for his office than he is.",1
"So the faithful old minister went into the hall, where the knaves were working with all their might, at their empty looms.",0
What can be the meaning of this?,1
"Thought the old man, opening his eyes very wide.",0
I cannot see the least bit of thread on the looms.,1
"However, he did not speak his thoughts aloud.",0
The tricksters asked him very politely to be so good as to come nearer their looms;,0
"and then asked him whether the design pleased him, and whether the colours were not very beautiful - at the same time pointing to the empty frames.",0
"The poor old minister looked and looked, he could not see anything on the looms, for a very good reason:",0
There was nothing there.,0
What!,1
Thought he again.,0
Is it possible that I am a simpleton?,1
I have never thought so myself;,1
and no one must know it now if I am so.,1
"Can it be, that I am unfit for my office?",1
"No, that must not be said either.",1
I will never confess that I could not see the stuff.,1
"Well, Sir Minister!",1
"said one of the knaves, still pretending to work.",0
You do not say whether the stuff pleases you.,1
"Oh, it is excellent!",1
"Replied the old minister, looking at the loom through his spectacles.",0
"This pattern, and the colours, yes, I will tell the emperor without delay.",1
How very beautiful I think them.,1
"We shall be much obliged to you,",1
"said the impostors, and then they named the different colours and described the pattern of the pretend stuff.",0
"The old minister listened attentively to their words, in order that he might repeat them to the emperor;",0
"and then the knaves asked for more silk and gold, saying that it was necessary to complete what they had begun.",0
"However, they put all that was given them into their knapsacks and continued to work with as much pretend effort as before at their empty looms.",0
"The emperor now sent another officer of his court to see how the men were getting on, and to find out whether the cloth would soon be ready.",0
It was just the same with this gentleman as with the minister;,0
"he looked at the looms on all sides, but could see nothing at all but the empty frames.",0
"Does not the stuff appear as beautiful to you, as it did to my lord the minister?",1
Asked the impostors of the emperor’s second ambassador;,0
"at the same time making the same gestures as before, and talking of the design and colours which were not there.",0
I certainly am not stupid!,1
Thought the messenger.,0
"It must be, that I am not fit for my good, well-paid job!",1
That is very odd;,1
"however, no one shall know anything about it.",1
"Therefore he praised the stuff he could not see, and declared that he was delighted with both colours and patterns.",0
"Indeed, please your Imperial Majesty,",1
"said he to the emperor when he returned,",0
the cloth which the weavers are preparing is extraordinarily magnificent.,1
The whole city was talking of the splendid cloth which the emperor had ordered to be woven at his own expense.,0
"Now the emperor for himself wished to see the costly manufacture, while it was still in the loom.",0
"Accompanied by a select number of officers of the court, among whom were the two honest men who had already admired the cloth, he went to the crafty impostors, who, as soon as they knew the emperor was on his way, went on working more hard than ever;",0
although they still did not pass a single thread through the looms.,0
Is not the work absolutely magnificent?,1
"Said the two officers of the crown, who already who had been before.",0
If Your Majesty will only be pleased to look at it!,1
What a splendid design!,1
What glorious colours!,1
At the same time they pointed to the empty frames;,0
for they imagined that everyone else could see this exquisite piece of workmanship.,0
How is this?,1
Said the emperor to himself.,0
I can see nothing!,1
This is indeed a terrible affair!,1
"Am I a simpleton, or am I unfit to be an emperor?",1
That would be the worst thing that could happen,1
It has my complete approval.,1
"He smiled most graciously, and looked closely at the empty looms;",0
for on no account would he say that he could not see what two of the officers of his court had praised so much.,0
"All his retinue now strained their eyes, hoping to discover something on the looms, but they could see no more than the others;",0
"nevertheless, they all exclaimed,",0
"Oh, how beautiful!",1
"And advised his majesty to have some new clothes made from this splendid material, for the public procession which was due to take place soon.",0
Magnificent!,1
Charming!,1
Excellent!,1
Everyone said on all sides;,0
and everyone was uncommonly cheerful.,0
The emperor shared in the general satisfaction;,0
"and presented the impostors with the riband of an order of knighthood, to be worn in their buttonholes, and the title of",0
Gentlemen Weavers.,1
"The rogues sat up the whole of the night before the day on which the procession was to take place, and had sixteen lights burning so that everyone might see how anxious they were to finish the emperor’s new suit.",0
They pretended to roll the cloth off the looms;,0
"cut the air with their scissors, and sewed with needles without any thread in them.",0
"Cried they, at last.",0
The emperor’s new clothes are ready!,1
"Now the emperor, with all the grandees of his court, came to the weavers;",0
"and the rogues raised their arms, as if holding something up, saying,",0
Here are Your Majesty’s trousers!,1
Here is the scarf!,1
Here is the cloak!,1
The whole suit is as light as a cobweb;,1
"one might fancy one has nothing at all on, when one is dressed in it.",1
"That, however, is the great virtue of this delicate cloth.",1
Yes indeed!,1
"Said all the courtiers, although not one of them could see anything of this exquisite manufacture.",0
"If Your Imperial Majesty will be graciously pleased to take off your clothes, we will fit on the new suit, in front of the looking glass.",1
"The emperor was accordingly undressed, and the rogues pretended to array him in his new suit;",0
"the emperor turning round, from side to side, looking in the glass.",0
"How splendid His Majesty looks in his new clothes, and how well they fit!",1
Everyone cried out.,0
What a design!,1
What colours!,1
These are indeed royal robes!,1
"The canopy which is to be carried over Your Majesty, in the procession, is waiting,",1
announced the chief master of the ceremonies.,0
"I am quite ready,",1
answered the emperor.,0
Do my new clothes fit well?,1
"Asked he, turning himself round again before the looking glass, in order that he might appear to be examining his handsome suit.",0
"The lords of the bedchamber, who were to carry His Majesty’s train felt about on the ground, as if they were lifting up the ends of the robes, and pretended to be carrying something;",0
for they would by no means let anyone see that they were simple or unfit for their jobs.,0
"So now the emperor walked under his high canopy in the midst of the procession, through the streets of his capital.",0
"All the people standing by, and those at the windows, cried out,",0
How beautiful are our emperor’s clothes!,1
What a magnificent train there is to the robes and how gracefully the scarf hangs!,1
"In short, no one would allow that he could not see these much admired clothes - because, in doing so, he would have declared himself either a simpleton or unfit for his job.",0
"Certainly, none of the emperor’s various suits had ever made so great an impression as these invisible ones.",0
But the emperor has nothing at all on!,1
Said a little child.,0
Listen to the voice of innocence!,1
Exclaimed his father;,0
and what the child had said was whispered from one to another.,0
But he has nothing at all on!,1
At last cried out all the people.,0
"The emperor was suddenly embarrassed, for he knew that the people were right;",0
but he thought the procession must go on now!,0
"And the lords of the bedchamber took greater pains than ever, to appear holding up the robes although, in reality, there were no robes at all.",0
"And that’s the story of the Emperor’s New Clothes by Hans Christian Andersen. Bertie says that in real life, people are often more silly in a crowd than they are on their own.",0
"If you think that everybody else believes something, then it must be true – and you have to be very brave to be like the little boy in the story and stand up and say what can see with your own eyes.",0
The making of this story was more of a team effort than usual.,0
"Natasha really wanted Bertie to write a story about Katie’s mum, and she was keen on mentioning the persecution of witches.",0
"Along the way, there were some great suggestions from our listeners Eric and Melissa in Milford, Massachusetts, who saw an early version.",0
"They suggested the idea of the Street Festival and the intervention of Isis’s mum in the role of the head of the Chamber of Commerce. And finally our illustrator, CiaJia, thought up the idea for the storm.",0
There were so many great ideas that it’s a bit longer than usual.,0
We hope you will enjoy this rather different Katie story.,0
Story by Bertie. Read by Natasha. Pictures by CaiJia Eng. Duration twenty-four minutes.,0
Proofread by Jana Elizabeth. Katie’s mother loved her job.,0
There was nothing in the whole wide world that she would rather be than a witch.,0
She loved the feeling of magic tingling through her fingers.,0
The chanting of incantations was music to her ears.,0
She always enjoyed meeting other witches and swapping spells with them.,0
"It was always satisfying to help people out with a little dose of magic, and most often, they did not even have an inkling about what she had done.",0
But being a witch wasn’t all hunky dory.,0
"These days, when everyone is so into high tech gadgetry, magic is quite out of fashion.",0
It’s really tough to earn a living out of it.,0
And you have to be very thick skinned.,0
"In fact, if some people find out that you are a witch, or even suspect it, they can become quite nasty about you – vicious and vindictive even.",0
"But despite all the difficulties, Katie’s mother still believed that witchcraft had a great future.",0
"In fact, she had a little ambition.",0
She had always wanted to own a shop where she could sell magical things.,0
"But of course she couldn’t say that they were magical, so she would just have to present them as a bit mystical and unusual.",0
"She would stock hard-to-find ingredients like Mandrake’s Root, Stardust, and Glastonbury Grass Seed. Of course she would absolutely NOT sell Powdered Unicorn Horn, because, although it is very powerful in spells, Unicorns are an endangered species.",0
"She would also have things for about the home, like pillows stuffed with dodo down, sweet smelling candles, broomsticks, and cauldrons.",0
"She would have a jewellery counter, with pendants and bangles in the shape of magical symbols.",0
"And in the back of the shop, out of view from ordinary customers, she would stock a wide range of the best books and scrolls all about magic.",0
"One afternoon at the school gate, Katie said to her mother:",0
"Mum, I would love to be a famous film actor when I grow up.",1
And her mother said:,0
"Well, if that’s what you want to do, you should do something positive about it, like audition for the school play.",1
"Mum, I ever so want to do the auditions, but I’m afraid that people will laugh at me.",1
Jenny said that I can never be a film star because I look way too geeky.,1
And since when was Jenny Miss Know-it-all about Hollywood?,1
Don’t listen to her opinion.,1
"I’ve learned one thing in my life, if you want something you’ve got to just go for it, or else you will spend the rest of your days living with your regrets.",1
And Katie kissed her mother because she always gave her such good advice.,0
"That evening, Katie’s mum put a new spell into the dishwasher that magically collected all the dirty dishes, washed them, and then put them back in the cupboard.",0
"She was particularly proud of that spell because it improved on modern technology, and she had written it herself.",0
And Katie thought,0
I must have the cleverest mum in the whole school.,1
"Later on, when Katie was in bed, and about to turn out her light, her mother popped into her room to wish her sweet dreams.",0
And Katie said:,0
"Mum, you know what you said about not going for what you want, and then regretting not doing it.",1
And her mum said:,0
Yes. What about it?,1
And Katie said:,0
Is there anything you regret not doing?,1
"And Katie’s mum thought for a while, and replied:",0
"Well you know I’ve always wanted to open a magic shop, but I’ve never got round to doing it.",1
Well why don’t you?,1
asked Katie.,0
Because people might say it was a bit strange...,0
"Don’t listen to ‘people,",1
"urged Katie,",0
just do it.,1
Or you will always regret not doing it.,1
You know you will.,1
And Katie’s mother said:,0
"Time for you, my little witch, to go to sleep now.",1
Oh go on mum.,1
Say you will.,1
Well perhaps I shall.,1
"In the morning, Katie’s mother woke up with fiery determination in her belly.",0
She had already spotted that there was a little shop for rent on the high street.,0
"After she had dropped Katie off at school, she went to speak to the landlord of the shop, who told her how much it would cost every month.",0
"First she thought that the rent was rather a lot of money, then she remembered how she would have to buy all the stock, and then she thought that going into the shop business was so terribly risky.",0
And then at last she thought:,0
Well Katie’s right.,1
"If I don’t give it a try, I will always regret it.",1
"And so the following weekend, Katie and her mother started to decorate the shop.",0
"They painted it white, because they were white witches, but they decorated it with all sorts of wavy magical patterns.",0
"They called it,",0
The Magic Lantern,1
"and inside, where nobody could see, they used just a little magic to whitewash all the walls.",0
"Katie’s mother ordered all the stock, which arrived by magic, and they were able to open it within a week.",0
"Magic might be a bit old fashioned,",1
"said Katie’s mum,",0
But it’s still a big time-saver.,1
But Katie and her mum weren’t the only people to see how quickly and easily things were getting done around the shop.,0
"From the shop next door, and from the window across the precinct, eyes were watching them.",0
"The owner of the home furnishings shop that had been there simply forever, saw that she had a rival shop.",0
"She went to see her friend, the owner of the launderette, and said:",0
You’ve got to watch these witches.,1
"They will be washing clothes by magic next, and that’s what I call unfair competition.",1
And she went to see the owner of the patisserie shop and said:,0
She’s not exactly friendly is she?,1
She hasn’t been over to say hello yet.,1
"Perhaps the ears of Katie’s mum should have been burning with all this gossip about her buzzing around the street, but she was far too excited about her new business to notice that sort of thing.",0
On Monday morning she snapped her fingers and the sign on the door flipped from Closed to Open. She sat down with a cup of tea and waited for her first customer:,0
"I mustn’t be too impatient,",1
"she said to herself,",0
Monday morning is bound to be slow.,1
But at nine.fifteen her first customer came in.,0
"He was a young man, and it was so exciting watching him browse through her wares.",0
"First he looked around the home accessories, and then his eye caught the jewellery counter.",0
She guessed that he was looking for a present for his girlfriend.,0
She summoned up all her courage to speak to him:,0
Can I help you with anything?,1
she asked.,0
"Er yes, my girlfriend loves all this magical sort of stuff and it’s her birthday tomorrow.",1
"She was dying to ask if his girlfriend was a witch, but she thought that it might be tactless to ask.",0
She didn’t want her first customer to think she was being rude.,0
"When the young man chose a pendant and paid for it with his credit card she wanted to hug and kiss him, though of course she didn’t, she merely said:",0
Thank you sir.,1
I hope your girlfriend likes the present.,1
"When he had gone out of the shop, she did a little dance and shouted",0
Yippee!,1
"By eleven o’clock there were three or four customers browsing around the shop and in the early afternoon a tourist bus broke down just outside window, and the passengers poured out onto the street.",0
Most of them poured into her shop and were saying things like:,0
"Oh Hank, just look at this little lantern, isn’t it adorable?",1
None of this went unnoticed by the other shopkeepers.,0
"She’s a witch you know,",1
said the baker.,0
"She put a spell on that bus,",1
said the newspaper agent.,0
"And on all her customers,",1
added the gift shop owner.,0
"Just before fourpm Katie’s mum put a sign on the door saying,",0
Back Soon,1
"and she ran down the road to pick up Katie from her school, which fortunately was not far away.",0
"As soon as Katie saw her mother’s face, she knew that her first day of shopkeeping had already been a success.",0
How many customers?,1
she asked eagerly.,0
"I’ve lost count,",1
said her mum.,0
And they both rushed back to the shop where they found a couple of customers peering through the window at the Wizard’s Writing Desk which was the most expensive item on view.,0
"Not long after, the credit card machine was cheerfully printing out a receipt.",0
"Customers continued to drop into her shop, including some local witches, and even a wizard who had flown a one hundred miles by broomstick just to come to it.",0
"But even with all the customers, there were quiet times when it was quite lonely in the shop, and she longed to chat to the other shopkeepers nearby.",0
But they all gave her a cold shoulder.,0
And things got worse.,0
"One morning when she came in, she found that somebody had spray-canned some dreadful words over her window:",0
Witches Out!,1
"Oh dear,",1
"said Katie’s mother,",0
somebody doesn’t like me.,1
"And without thinking she snapped her fingers, and the window was immediately clean again.",0
"And then she thought,",0
Oh silly me.,1
I hope nobody saw me do that.,1
"That afternoon, Katie left the school in the happiest of moods.",0
She had just been given a lead part in the school play.,0
"It was called The Witches of Salem, and was set in New England in the one thousand, six hundred and ninetys when women were put on trial for being witches.",0
Mr Holkham said the part was just made for me!,1
said Katie with a huge smile on her face.,0
Oh that’s fantastic darling.,1
"You’ve done so well,",1
said her mother as they sat in the car.,0
"But by the time they reached the traffic lights, Katie could tell that something was troubling her mother.",0
"Later that evening, when she was making soup in the kitchen, she told Katie all about the",0
Witches Out!,1
graffiti.,0
"Oh dear,",1
"said Katie,",0
I think you are being persecuted.,1
And her mother had to wipe a tear from her eye as she tried to look brave.,0
"They next day, when Katie told her best friend Isis all about what had happened, she said:",0
It’s just like in the school play.,1
It’s a witch hunt.,1
I’m just so afraid for my mum.,1
She’s so nice.,1
She hates fighting.,1
And Isis thought and said:,0
"If she hates fighting, she shouldn’t do it.",1
She needs a charm offensive.,1
What’s a charm offensive?,1
asked Katie.,0
"It’s like when you think up a plan to win over people’s hearts,",1
said Isis.,0
She mustn’t get hurt.,1
She mustn’t hit back.,1
She must be true to herself and be nice to everyone.,1
That’s what I think anyway.,1
"Katie thought that a charm offensive sounded like a brilliant plan, and after school she told her mother what Isis had said.",0
"Well of course she’s right,",1
"said her mum,",0
I must try to win over the shopkeepers.,1
But it’s hard not to feel paranoid when everyone’s out to get you.,1
"What Katie’s mum needed was a little sign to point her in the right direction, and the very next day she found one quite unexpectedly.",0
"She received a visit in the shop from somebody she knew, although not very well.",0
"The visitor was dressed in a smart two piece suit, she wore a string of pearls around her neck, and carried a little briefcase.",0
"She was head of the local Chamber of Commerce, which is like a club for all the local shops and businesses, and as it happened, she was also Isis’s mum.",0
"I thought you might like to help us,",1
said Isis’s mum.,0
We are holding a street festival and we need lots of things.,1
Like what?,1
asked Katie’s mum.,0
"Oh like food, and balloons, and party games for the children.",1
"Well I think the Magic Lantern could help with that,",1
she said.,0
"And if you like, I’ll help with the organisation too.",1
"Brilliant,",1
said Isis’s mum.,0
"And for the next six weeks, Katie’s mum worked ever so hard at organising the street party.",0
She made a brochure and a website which advertised all the local shops.,0
She drew up plans showing where all the stalls would be.,0
"She cut out bunting, blew up balloons, baked cakes, and she ordered a bouncy castle, a children's magician, and a jazz band.",0
"On the morning of the big day, the sun was shining, and the crowds came out to mill around the open-air stalls.",0
"Women browsed through designer clothes, husbands looked for nice but not too expensive presents for their wives, and children's faces were all messy with icecream.",0
The lady from the gift shop brought her family dog with her.,0
"It was a lovely great big bouncy red setter, who liked nothing more than to jump up and lick your face.",0
His owner unclipped his lead and whispered in his fluffy ear:,0
"Tiggy darling, go and find the witch,",1
and because he was a clever dog he understood exactly what she meant.,0
He bounded over to the stall where Katie’s mum had set out her wares.,0
"He jumped up onto it and liked her face, sending pendants, rings, and magic charms scattering in all directions.",0
The whole stall tipped over and Katie’s fizzy orange drink spilled all over a customer’s dress.,0
The gift shop owner came running over and said to Katie’s mum:,0
Did you just try and put a spell on my dog?,1
He’s as good as gold except when there’s a witch around.,1
"And Katie’s mum was so upset that she didn’t notice that a thief was picking up rings off the ground and palming them, while his accomplice was helping herself to the upturned cash box.",0
"Oh dear,",1
"she thought,",0
"I wish I could use a bit of magic to tidy all this up, but I can’t with so many people around.",1
"But Katie and Isis helped her to sort out the mess and set things right in no time, and before long the customers were buying her things again.",0
"The lady from the flower shop whispered to the newsagent,",0
You just can’t keep a bad witch down.,1
"But around lunch time, grey clouds began to blow over the sky, and the street became darker and quite chilly.",0
"Some people went into cafes, but others started to drift away back home.",0
Drops of rain were already starting to land on the stores.,0
"Now might be a good time to make the sun come out,",1
"said the lady from the patisserie shop to Katie’s mum, not actually saying that she was a witch, but just making sure that they both understood what she meant.",0
Just then a gust of wind blew down the street and blew away all cards from the gift stall.,0
"Instead of picking them up, she ran over to Katie’s mum and screeched:",0
You did that on purpose didn’t you?,1
"I don’t know what you mean,",1
protested Katie’s mum.,0
Yes you do you witch.,1
You are getting your own back.,1
"While she was accusing Katie’s mum, the rain was soaking the clothes, and ruining the cakes.",0
The store owners were hastily gathering up their things and taking them back inside the shops.,0
"Oh dear, the party is ruined,",1
said Isis’ mum.,0
"But the storm only lasted half an hour, and afterwards the sun came out shining in all the puddles and making the whole street look glistening and beautiful.",0
"‘Well it’s too late for us,",0
"because half our cards and gifts are soaked, and the other half are lost, thanks to that witch.",1
Then she looked up and saw Katie standing there:,0
What do you want?,1
said the angry shopkeeper.,0
"We want to help you,",1
said Katie.,0
"Why don’t you take Tiggy for a walk down the street for fifteen minutes, and when you come back, I promise that things will be much better.",0
